"price","speed","hd","ram","screen","cd","multi","premium","ads","trend","hd2","speed2","pred","Error"
1175,33,210,4,14,1,1,2,339,17,44100,1089,1483.58108184951,-308.581081849514
1995,75,214,4,14,1,1,2,339,17,45796,5625,1901.65199311863,93.3480068813706
1944,75,107,2,14,1,1,2,339,17,11449,5625,1658.44876906003,285.551230939971
2849,66,527,16,15,2,1,2,339,17,277729,4356,2909.50485854428,-60.504858544276
2544,75,426,8,14,2,1,2,339,17,181476,5625,2384.37397687549,159.62602312451
3659,66,424,8,17,1,1,1,339,17,179776,4356,3150.64595741357,508.354042586434
1749,33,212,4,14,1,1,1,339,17,44944,1089,2025.42220272928,-276.422202729281
3439,66,340,8,17,1,1,1,339,17,115600,4356,3056.50849156241,382.491508437586
1944,50,214,4,14,1,1,2,339,17,45796,2500,1695.05461111048,248.945388889515
1990,50,420,4,14,2,2,2,339,17,176400,2500,2085.2603164312,-95.2603164312013
3349,100,527,16,17,2,1,2,339,17,277729,10000,3283.51956546878,65.4804345312245
2395,75,426,8,14,2,1,2,339,17,181476,5625,2384.37397687549,10.6260231245101
2495,100,540,8,15,2,1,2,339,17,291600,10000,2699.98029675027,-204.980296750273
2615,100,340,8,17,1,1,2,339,17,115600,10000,2670.13013084869,-55.1301308486945
3089,66,424,8,14,1,1,1,339,17,179776,4356,2818.81344745693,270.186552543069
3294,100,528,16,14,2,2,2,339,17,278784,10000,3053.7350439157,240.2649560843
2127,33,540,8,14,2,2,2,339,17,291600,1089,2186.08364598965,-59.0836459896545
1444,25,107,2,14,1,1,2,339,17,11449,625,1130.31551337318,313.684486626816
2244,33,426,8,14,2,1,2,339,17,181476,1089,1971.63750865959,272.362491340414
2644,50,528,16,14,2,1,2,339,17,278784,2500,2654.36922712487,-10.3692271248738
2315,66,530,8,15,2,1,2,339,17,280900,4356,2537.89676177168,-222.896761771684
2665,100,540,8,15,2,1,2,339,17,291600,10000,2699.98029675027,-34.9802967502733
3239,66,424,8,15,1,1,1,339,17,179776,4356,2929.42428410914,309.575715890858
2275,66,530,8,15,2,1,2,339,17,280900,4356,2537.89676177168,-262.896761771684
2490,75,426,8,14,2,1,2,339,17,181476,5625,2384.37397687549,105.62602312451
2427,66,540,8,15,2,2,2,339,17,291600,4356,2648.29680757529,-221.296807575289
2690,66,528,16,14,2,1,2,339,17,278784,4356,2799.83246585053,-109.832465850535
1509,25,120,4,15,1,1,1,339,17,14400,625,1892.64344071032,-383.643440710321
2899,66,527,16,15,2,1,2,339,17,277729,4356,2909.50485854428,-10.504858544276
2195,66,426,8,14,2,1,2,339,17,181476,4356,2323.23983359301,-128.239833593006
2044,66,214,4,14,1,1,2,339,17,45796,4356,1840.51784983615,203.482150163854
1490,33,107,2,15,1,1,2,339,17,11449,1089,1356.32313749634,133.676862503664
2344,25,528,16,14,2,1,2,339,17,278784,625,2332.83335344617,11.1666465538265
2894,66,528,16,14,2,2,2,339,17,278784,4356,2900.94201029563,-6.9420102956251
2819,50,340,8,15,1,1,1,339,17,115600,2500,2689.82357953233,129.176420467671
1944,25,426,8,14,2,1,2,339,17,181476,625,1856.24072118865,87.7592788113545
3094,75,528,16,14,2,2,2,339,17,278784,5625,2962.07615357811,131.92384642189
2095,66,425,8,15,2,2,2,339,17,180625,4356,2533.89401474422,-438.894014744222
1965,100,210,4,14,2,1,2,339,17,44100,10000,2029.44056847103,-64.4405684710264
3299,66,1000,16,15,2,1,2,339,17,1000000,4356,3213.57370006123,85.4262999387661
2090,100,107,2,15,1,1,2,339,17,11449,10000,1860.71849604983,229.281503950169
2190,50,528,8,14,2,1,2,339,17,278784,2500,2279.94955600592,-89.9495560059186
1345,33,210,4,14,1,1,2,339,17,44100,1089,1483.58108184951,-138.581081849514
3304,66,420,16,17,2,1,2,339,17,176400,4356,3023.07602734684,280.92397265316
1499,33,210,4,14,2,1,2,339,17,44100,1089,1525.04520991753,-26.0452099175311
1725,33,340,4,17,1,1,2,339,17,115600,1089,1978.52493673572,-253.52493673572
2290,66,426,8,15,2,1,2,339,17,181476,4356,2433.85067024522,-143.850670245217
2115,33,530,8,15,2,2,2,339,17,280900,1089,2287.40398128335,-172.403981283353
1690,33,214,4,15,1,1,2,339,17,45796,1089,1599.52636155494,90.4736384450632
1595,33,214,4,14,1,1,2,339,17,45796,1089,1488.91552490273,106.084475097275
1595,33,340,8,14,1,1,2,339,17,115600,1089,1833.90226233856,-238.902262338562
1675,33,425,8,15,1,1,2,339,17,180625,1089,2039.71801729769,-364.718017297695
1744,66,107,2,14,1,1,2,339,17,11449,4356,1597.31462577754,146.685374222455
3379,66,527,8,15,1,1,1,339,17,277729,4356,3032.7924536911,346.207546308898
2744,100,426,8,14,2,1,2,339,17,181476,10000,2476.03286721308,267.967132786919
1259,25,120,4,14,1,1,1,339,17,14400,625,1782.03260405811,-523.032604058109
2449,100,420,8,14,2,1,2,339,17,176400,10000,2469.61687989133,-20.6168798913259
2889,33,340,4,17,1,1,1,339,17,115600,1089,2517.69633106952,371.303668930484
1744,50,107,2,14,1,1,2,339,17,11449,2500,1451.85138705188,292.148612948116
1635,66,210,4,14,2,1,2,339,17,44100,4356,1876.64753485095,-241.647534850953
1929,25,120,4,17,1,1,1,339,17,14400,625,2113.86511401474,-184.865114014744
2627,100,540,8,15,2,2,2,339,17,291600,10000,2801.08984119536,-174.089841195364
2744,50,420,8,17,2,1,2,339,17,176400,2500,2503.19311750222,240.806882497775
1999,50,340,4,14,2,2,2,339,17,115600,2500,1995.40518549995,3.59481450004887
1795,66,425,8,15,1,1,2,339,17,180625,4356,2391.32034223112,-596.320342231116
2819,66,212,4,17,1,1,1,339,17,44944,4356,2708.85703761934,110.142962380663
2890,75,528,16,15,2,1,2,339,17,278784,5625,2971.57744578523,-81.5774457852299
1499,33,210,4,15,2,1,2,339,17,44100,1089,1635.65604656974,-136.656046569743
2295,66,540,8,15,2,1,2,339,17,291600,4356,2547.1872631302,-252.187263130198
2290,66,528,8,14,2,1,2,339,17,278784,4356,2425.41279473158,-135.41279473158
2690,66,528,16,15,2,1,2,339,17,278784,4356,2910.44330250275,-220.443302502747
1595,66,214,4,14,1,1,2,339,17,45796,4356,1840.51784983615,-245.517849836146
1359,25,120,4,14,1,1,1,339,17,14400,625,1782.03260405811,-423.032604058109
2490,75,426,8,15,2,1,2,339,17,181476,5625,2494.9848135277,-4.98481352770204
2490,75,528,8,14,2,1,2,339,17,278784,5625,2486.54693801406,3.45306198593607
1995,33,426,8,14,2,1,2,339,17,181476,1089,1971.63750865959,23.3624913404144
2115,33,425,8,15,2,2,2,339,17,180625,1089,2182.2916898108,-67.2916898108006
2124,33,240,4,14,2,2,1,339,17,57600,1089,2204.84599281932,-80.8459928193165
1795,50,420,4,14,2,1,2,339,17,176400,2500,1984.15077198611,-189.150771986112
3229,66,527,8,14,1,1,1,339,17,277729,4356,2922.18161703889,306.81838296111
2775,100,425,8,17,2,2,2,339,17,180625,10000,2907.90872166872,-132.908721668721
1395,25,340,8,14,1,1,2,339,17,115600,625,1718.50547486762,-323.505474867622
1899,66,340,8,15,1,1,2,339,17,115600,4356,2296.11542392419,-397.115423924194
1490,25,214,4,14,1,1,2,339,17,45796,625,1373.51873743178,116.481262568215
2775,66,420,16,15,2,1,2,339,17,176400,4356,2801.85435404242,-26.8543540424166
2359,50,340,4,14,1,1,1,339,17,115600,2500,2392.00290732064,-33.002907320641
1544,25,214,4,14,1,1,2,339,17,45796,625,1373.51873743178,170.481262568215
2795,75,528,16,14,2,1,2,339,17,278784,5625,2860.96660913302,-65.9666091330187
1995,33,425,8,15,2,2,2,339,17,180625,1089,2182.2916898108,-187.291689810801
2494,66,426,8,14,2,2,2,339,17,181476,4356,2424.3493780381,69.6506219619037
2970,66,420,16,15,2,2,2,339,17,176400,4356,2902.96389848751,67.0361015124931
2444,100,214,4,14,1,1,2,339,17,45796,10000,1993.31088345622,450.68911654378
2529,100,420,8,14,2,2,2,339,17,176400,10000,2570.72642433642,-41.7264243364152
2769,66,340,8,14,1,1,1,339,17,115600,4356,2724.67598160578,44.3240183942212
1544,33,107,2,14,1,1,2,339,17,11449,1089,1245.71230084412,298.287699155876
1995,100,107,2,14,1,1,2,339,17,11449,10000,1750.10765939762,244.89234060238
2595,100,426,8,14,2,1,2,339,17,181476,10000,2476.03286721308,118.967132786919
3044,75,528,16,14,2,1,2,339,17,278784,5625,2860.96660913302,183.033390866981
1395,33,214,4,14,1,1,2,339,17,45796,1089,1488.91552490273,-93.9155249027251
2444,66,426,8,14,2,1,2,339,17,181476,4356,2323.23983359301,120.760166406994
2294,33,426,8,14,2,2,2,339,17,181476,1089,2072.74705310468,221.252946895325
1795,66,214,4,14,1,1,2,339,17,45796,4356,1840.51784983615,-45.5178498361461
1430,33,210,4,15,1,1,2,339,17,44100,1089,1594.19191850173,-164.191918501727
1889,33,120,4,15,1,1,1,339,17,14400,1089,2008.04022818126,-119.040228181261
2290,100,214,4,15,1,1,2,339,17,45796,10000,2103.92172010843,186.078279891567
2215,66,530,8,15,2,2,2,339,17,280900,4356,2639.00630621677,-424.006306216775
2799,66,527,16,15,2,1,2,339,17,277729,4356,2909.50485854428,-110.504858544276
2295,66,340,8,17,1,1,2,339,17,115600,4356,2517.33709722862,-222.337097228618
2195,50,420,8,15,2,1,2,339,17,176400,2500,2281.9714441978,-86.9714441978012
1594,33,340,4,14,2,2,2,339,17,115600,1089,1789.26609929219,-195.266099292191
1290,25,107,2,14,1,1,2,339,17,11449,625,1130.31551337318,159.684486626816
2319,33,340,4,14,1,1,1,339,17,115600,1089,2185.86382111288,133.136178887119
2039,33,212,4,14,1,1,1,339,17,44944,1089,2025.42220272928,13.577797270719
1395,25,214,4,14,1,1,2,339,17,45796,625,1373.51873743178,21.481262568215
2929,66,527,16,15,2,2,2,339,17,277729,4356,3010.61440298937,-81.6144029893671
1690,66,107,2,14,1,1,2,339,17,11449,4356,1597.31462577754,92.6853742224553
1590,50,107,2,15,1,1,2,339,17,11449,2500,1562.4622237041,27.5377762959042
2844,66,528,16,14,2,1,2,339,17,278784,4356,2799.83246585053,44.1675341494652
2490,33,528,16,14,2,1,2,339,17,278784,1089,2448.23014091711,41.7698590828863
1195,25,214,4,14,1,1,2,339,17,45796,625,1373.51873743178,-178.518737431785
2869,66,340,8,14,1,1,1,339,17,115600,4356,2724.67598160578,144.324018394221
2385,100,540,8,15,1,1,2,339,17,291600,10000,2658.51616868226,-273.516168682258
1880,100,210,4,15,1,1,2,339,17,44100,10000,2098.58727705522,-218.587277055222
2349,100,420,8,14,2,1,2,339,17,176400,10000,2469.61687989133,-120.616879891326
2550,66,340,8,15,2,2,2,339,17,115600,4356,2438.6890964373,111.310903562699
1495,33,340,4,14,2,2,2,339,17,115600,1089,1789.26609929219,-294.266099292191
1790,50,214,4,15,1,1,2,339,17,45796,2500,1805.6654477627,-15.6654477626967
2090,33,426,8,15,2,1,2,339,17,181476,1089,2082.2483453118,7.75165468820251
1894,50,420,4,15,2,1,2,339,17,176400,2500,2094.76160863832,-200.761608638323
2143,33,426,8,14,2,2,2,339,17,181476,1089,2072.74705310468,70.2529468953248
2219,33,340,4,14,1,1,1,339,17,115600,1089,2185.86382111288,33.1361788871191
2499,75,340,16,15,2,1,2,339,17,115600,5625,2773.13336639365,-274.13336639365
1925,33,340,4,17,2,2,2,339,17,115600,1089,2121.09860924883,-196.098609248827
2290,25,528,16,15,2,1,2,339,17,278784,625,2443.44419009838,-153.444190098385
2599,100,527,8,15,2,1,2,273,18,277729,10000,2597.09388578698,1.90611421302083
2190,100,214,4,14,1,1,2,273,18,45796,10000,1902.5265481978,287.473451802198
1359,25,120,4,14,1,1,1,273,18,14400,625,1691.24826879969,-332.248268799691
1999,33,527,4,14,2,1,2,273,18,277729,1089,1794.87785502179,204.122144978206
1740,33,214,4,14,1,1,2,273,18,45796,1089,1398.13118964431,341.868810355693
2493,33,528,16,14,2,2,2,273,18,278784,1089,2458.55535010379,34.4446498962143
2127,33,540,8,14,2,2,2,273,18,291600,1089,2095.29931073124,31.7006892687637
2599,100,420,8,15,2,1,2,273,18,176400,10000,2489.44338128512,109.556618714881
3095,66,1080,16,15,2,1,2,273,18,1166400,4356,3146.51198449744,-51.5119844974433
2349,100,420,8,15,2,1,2,273,18,176400,10000,2489.44338128512,-140.443381285119
1379,33,340,4,14,1,1,2,273,18,115600,1089,1555.90809152067,-176.908091520666
2775,66,540,16,15,2,2,2,273,18,291600,4356,2931.93214343582,-156.932143435825
2718,75,428,16,17,2,1,2,273,18,183184,5625,3001.97046505579,-283.970465055787
2243,66,426,8,14,2,2,2,273,18,181476,4356,2333.56504277968,-90.5650427796782
2854,100,528,16,14,2,1,2,273,18,278784,10000,2861.84116421219,-7.84116421219142
2093,33,426,8,14,2,2,2,273,18,181476,1089,1981.96271784626,111.037282153743
1625,33,240,4,14,1,1,1,273,18,57600,1089,1971.48798504779,-346.487985047792
2943,100,528,16,14,2,2,2,273,18,278784,10000,2962.95070865728,-19.9507086572826
2499,100,450,8,15,2,1,2,273,18,202500,10000,2521.07241440819,-22.0724144081928
2343,33,528,16,14,2,2,2,273,18,278784,1089,2458.55535010379,-115.555350103786
1694,33,214,4,14,2,2,2,273,18,45796,1089,1540.70486215741,153.295137842587
1618,33,340,4,17,1,1,2,273,18,115600,1089,1887.7406014773,-269.740601477302
2345,33,528,16,14,2,1,2,273,18,278784,1089,2357.4458056587,-12.4458056586955
1399,33,210,4,14,2,1,2,273,18,44100,1089,1434.26087465911,-35.2608746591129
2758,33,170,4,17,1,1,1,273,18,28900,1089,2209.35401182881,548.645988171188
2044,33,426,8,14,2,1,2,273,18,181476,1089,1880.85317340117,163.146826598833
2045,33,540,8,15,2,1,2,273,18,291600,1089,2104.80060293836,-59.8006029383582
1995,66,540,8,15,1,1,2,273,18,291600,4356,2414.93879980376,-419.938799803764
2795,33,1000,24,14,2,1,2,273,18,1000000,1089,3034.99587433614,-239.995874336138
1599,50,340,4,14,1,1,2,273,18,115600,2500,1762.04717772843,-163.047177728426
2099,66,420,8,15,2,1,2,273,18,176400,4356,2336.65034766504,-237.650347665044
2199,100,340,8,14,1,1,2,273,18,115600,10000,2247.51328563364,-48.51328563364
2695,66,540,16,15,2,1,2,273,18,291600,4356,2830.82259899073,-135.822598990734
2818,100,428,16,17,2,1,2,273,18,183184,10000,3093.62935539338,-275.629355393378
2395,100,426,8,14,2,1,2,273,18,181476,10000,2385.24853195466,9.75146804533688
2065,33,540,8,15,2,1,2,273,18,291600,1089,2104.80060293836,-39.8006029383582
1740,33,214,4,15,1,1,2,273,18,45796,1089,1508.74202629652,231.257973703481
2029,33,420,4,14,2,2,2,273,18,176400,1089,1788.33689496502,240.663105034976
2093,33,426,8,14,2,2,2,273,18,181476,1089,1981.96271784626,111.037282153743
3243,66,1000,24,14,2,2,2,273,18,1000000,4356,3487.70774371465,-244.707743714649
3745,66,2100,16,15,2,1,2,273,18,4410000,4356,2746.31745371485,998.682546285151
2189,50,212,4,14,1,1,1,273,18,44944,2500,2140.77695367862,48.2230463213773
2399,75,428,16,15,2,1,2,273,18,183184,5625,2780.74879175136,-381.748791751364
2338,33,170,4,15,1,1,1,273,18,28900,1089,1988.13233852439,349.867661475611
2799,66,527,16,15,2,1,2,273,18,277729,4356,2818.72052328586,-19.7205232858578
1895,50,420,4,14,2,2,2,273,18,176400,2500,1994.47598117278,-99.4759811727831
1554,33,214,4,14,1,1,2,273,18,45796,1089,1398.13118964431,155.868810355693
3095,66,1000,24,14,2,1,2,273,18,1000000,4356,3386.59819926956,-291.598199269559
2499,66,340,4,14,1,1,1,273,18,115600,4356,2446.68181078788,52.3181892121174
2040,33,426,8,14,2,1,2,273,18,181476,1089,1880.85317340117,159.146826598833
1995,33,540,8,14,2,1,2,273,18,291600,1089,1994.18976628615,0.810233713852767
2999,100,528,16,17,2,1,2,273,18,278784,10000,3193.67367416883,-194.673674168827
3093,33,1000,24,14,2,2,2,273,18,1000000,1089,3136.10541878123,-43.1054187812269
3543,100,1000,24,14,2,2,2,273,18,1000000,10000,3640.50077733472,-97.5007773347238
2454,100,426,8,14,2,1,2,273,18,181476,10000,2385.24853195466,68.7514680453369
1854,33,426,8,14,2,1,2,273,18,181476,1089,1880.85317340117,-26.8531734011674
1690,33,340,4,17,1,1,2,273,18,115600,1089,1887.7406014773,-197.740601477302
1865,66,425,8,15,1,1,2,273,18,180625,4356,2300.5360069727,-435.536006972698
1995,66,340,8,14,2,2,2,273,18,115600,4356,2237.29392452667,-242.293924526671
2854,33,1000,24,14,2,1,2,273,18,1000000,1089,3034.99587433614,-180.995874336138
1494,25,214,4,14,2,2,2,273,18,45796,625,1425.30807468647,68.6919253135268
2590,66,528,16,14,2,1,2,273,18,278784,4356,2709.04813059212,-119.048130592117
1899,33,420,4,14,2,1,2,273,18,176400,1089,1687.22735051993,211.772649480066
2543,100,426,8,14,2,2,2,273,18,181476,10000,2486.35807639975,56.6419236002475
1645,33,214,4,14,1,1,2,273,18,45796,1089,1398.13118964431,246.868810355693
1689,33,212,4,14,1,1,1,273,18,44944,1089,1934.63786747086,-245.637867470863
3415,66,1080,16,17,2,1,2,273,18,1166400,4356,3367.73365780187,47.2663421981324
1699,50,340,8,15,2,1,2,273,18,115600,2500,2101.33197800813,-402.331978008132
1890,33,528,8,14,2,1,2,273,18,278784,1089,1983.02613453974,-93.0261345397414
2749,100,420,8,17,2,1,2,273,18,176400,10000,2710.66505458954,38.3349454104568
2185,33,425,8,15,2,2,2,273,18,180625,1089,2091.50735455238,93.4926454476176
2018,50,340,8,17,2,1,2,273,18,115600,2500,2322.55365131256,-304.553651312556
2938,50,340,4,15,1,1,1,273,18,115600,2500,2411.82940871443,526.170591285566
1599,33,210,4,14,2,1,2,273,18,44100,1089,1434.26087465911,164.739125340887
2254,33,528,16,14,2,1,2,273,18,278784,1089,2357.4458056587,-103.445805658695
1299,33,210,4,14,1,1,2,273,18,44100,1089,1392.7967465911,-93.7967465910963
2040,33,528,8,14,2,1,2,273,18,278784,1089,1983.02613453974,56.9738654602586
2465,66,540,8,17,2,1,2,273,18,291600,4356,2677.6246011762,-212.624601176204
2558,25,212,4,17,1,1,1,273,18,44944,625,2151.07358995656,406.926410043442
1529,33,210,4,14,2,2,2,273,18,44100,1089,1535.3704191042,-6.37041910420271
2145,66,540,8,15,2,1,2,273,18,291600,4356,2456.40292787178,-311.40292787178
1795,66,214,4,14,1,1,2,273,18,45796,4356,1749.73351457773,45.2664854222721
2945,33,1000,24,14,2,1,2,273,18,1000000,1089,3034.99587433614,-89.9958743361376
2440,33,528,16,15,2,1,2,273,18,278784,1089,2468.05664231091,-28.0566423109076
2385,33,1080,8,15,1,1,2,273,18,1166400,1089,2379.02586037705,5.97413962294786
3358,50,340,4,17,1,1,1,273,18,115600,2500,2633.05108201886,724.948917981143
1999,33,420,4,14,2,1,2,273,18,176400,1089,1687.22735051993,311.772649480066
1945,33,426,8,14,2,1,2,273,18,181476,1089,1880.85317340117,64.1468265988326
2555,66,540,8,15,2,2,2,273,18,291600,4356,2557.51247231687,-2.51247231687012
1595,33,340,8,14,1,1,2,273,18,115600,1089,1743.11792708014,-148.117927080144
3004,33,1000,24,14,2,1,2,273,18,1000000,1089,3034.99587433614,-30.9958743361376
2390,33,540,8,17,2,1,2,273,18,291600,1089,2326.02227624278,63.9777237572175
2305,66,425,8,15,2,2,2,273,18,180625,4356,2443.1096794858,-138.109679485804
2095,66,540,8,15,1,1,2,273,18,291600,4356,2414.93879980376,-319.938799803764
2427,66,540,8,15,2,2,2,273,18,291600,4356,2557.51247231687,-130.51247231687
2744,66,528,16,14,2,1,2,273,18,278784,4356,2709.04813059212,34.9518694078834
1594,33,340,4,14,2,2,2,273,18,115600,1089,1698.48176403377,-104.481764033773
2129,66,420,8,14,2,2,2,273,18,176400,4356,2327.14905545792,-198.149055457922
1899,66,250,4,15,2,2,2,273,18,62500,4356,2050.02620425053,-151.026204250531
2194,33,426,8,14,2,1,2,273,18,181476,1089,1880.85317340117,313.146826598833
1798,33,340,4,17,1,1,2,273,18,115600,1089,1887.7406014773,-89.7406014773019
2004,33,426,8,14,2,1,2,273,18,181476,1089,1880.85317340117,123.146826598833
1999,33,420,4,15,2,1,2,273,18,176400,1089,1797.83818717215,201.161812827854
2658,50,212,4,15,1,1,1,273,18,44944,2500,2251.38779033083,406.612209669165
1288,33,340,4,15,1,1,2,273,18,115600,1089,1666.51892817288,-378.518928172878
1495,33,214,4,14,1,1,2,273,18,45796,1089,1398.13118964431,96.8688103556931
2499,100,428,16,15,2,1,2,273,18,183184,10000,2872.40768208896,-373.407682088955
2040,33,426,8,15,2,1,2,273,18,181476,1089,1991.46401005338,48.5359899466205
2795,100,528,16,14,2,1,2,273,18,278784,10000,2861.84116421219,-66.8411642121914
2485,66,1080,8,15,1,1,2,273,18,1166400,4356,2730.62818531047,-245.628185310474
2890,33,1000,24,15,2,1,2,273,18,1000000,1089,3145.60671098835,-255.606710988349
2455,33,540,8,15,2,2,2,273,18,291600,1089,2205.91014738345,249.089852616552
1679,33,340,8,15,2,1,2,273,18,115600,1089,1895.19289180037,-216.192891800372
1468,33,340,4,15,1,1,2,273,18,115600,1089,1666.51892817288,-198.518928172878
1998,33,340,8,17,2,1,2,273,18,115600,1089,2116.4145651048,-118.414565104796
1499,33,210,4,14,2,1,2,273,18,44100,1089,1434.26087465911,64.7391253408871
2199,66,420,8,14,2,1,2,273,18,176400,4356,2226.03951101283,-27.0395110128316
1495,33,340,4,14,1,1,2,273,18,115600,1089,1555.90809152067,-60.9080915206664
1999,66,420,8,14,2,1,2,273,18,176400,4356,2226.03951101283,-227.039511012832
3190,66,1000,24,14,2,1,2,273,18,1000000,4356,3386.59819926956,-196.598199269559
1899,66,340,8,15,1,1,2,273,18,115600,4356,2205.33108866578,-306.331088665776
2118,66,340,8,17,2,1,2,273,18,115600,4356,2468.01689003822,-350.016890038216
2099,33,420,4,14,2,1,2,273,18,176400,1089,1687.22735051993,411.772649480066
1645,33,214,4,14,1,1,2,273,18,45796,1089,1398.13118964431,246.868810355693
1745,66,425,8,15,1,1,2,273,18,180625,4356,2300.5360069727,-555.536006972698
2290,33,528,16,15,2,1,2,273,18,278784,1089,2468.05664231091,-178.056642310908
2688,33,212,4,17,1,1,1,273,18,44944,1089,2266.4703774275,421.529622572502
2440,33,528,16,14,2,1,2,273,18,278784,1089,2357.4458056587,82.5541943413045
1704,33,214,4,14,1,1,2,273,18,45796,1089,1398.13118964431,305.868810355693
2830,100,540,8,17,2,1,2,273,18,291600,10000,2830.41763479628,-0.417634796279344
2943,33,1000,24,14,2,2,2,273,18,1000000,1089,3136.10541878123,-193.105418781227
2299,66,428,16,15,2,1,2,273,18,183184,4356,2719.61464846888,-420.614648468881
2265,33,540,8,15,2,1,2,273,18,291600,1089,2104.80060293836,160.199397061642
1249,25,100,4,14,1,1,1,273,18,10000,625,1662.02093378131,-413.020933781314
2190,66,528,8,14,2,1,2,273,18,278784,4356,2334.62845947316,-144.628459473162
3015,66,1080,16,15,1,1,2,273,18,1166400,4356,3105.04785642943,-90.0478564294281
2635,66,1080,8,15,2,1,2,273,18,1166400,4356,2772.09231337849,-137.092313378489
2190,66,426,8,15,2,1,2,273,18,181476,4356,2343.0663349868,-153.066334986799
1895,33,540,8,15,1,1,2,273,18,291600,1089,2063.33647487034,-168.336474870342
1849,33,340,4,14,1,1,1,273,18,115600,1089,2095.07948585446,-246.079485854463
2449,100,527,8,15,2,1,2,273,18,277729,10000,2597.09388578698,-148.093885786979
2629,100,420,8,15,2,2,2,273,18,176400,10000,2590.55292573021,38.4470742697899
1595,66,214,4,14,1,1,2,273,18,45796,4356,1749.73351457773,-154.733514577728
1795,66,340,8,14,1,1,2,273,18,115600,4356,2094.72025201356,-299.720252013565
1938,25,120,4,15,1,1,1,273,18,14400,625,1801.8591054519,136.140894548097
2365,33,540,8,17,2,1,2,273,18,291600,1089,2326.02227624278,38.9777237572175
1495,33,340,4,14,2,2,2,273,18,115600,1089,1698.48176403377,-203.481764033773
3040,33,1000,24,15,2,1,2,273,18,1000000,1089,3145.60671098835,-105.606710988349
1890,66,214,4,14,1,1,2,273,18,45796,4356,1749.73351457773,140.266485422272
2643,66,528,16,14,2,2,2,273,18,278784,4356,2810.15767503721,-167.157675037207
3044,33,1000,24,14,2,1,2,273,18,1000000,1089,3034.99587433614,9.0041256638624
2490,100,528,8,14,2,1,2,273,18,278784,10000,2487.42149309324,2.57850690676287
1945,33,426,8,14,2,1,2,273,18,181476,1089,1880.85317340117,64.1468265988326
2218,66,250,4,17,2,2,2,273,18,62500,4356,2271.24787755495,-53.2478775549548
1995,33,540,8,15,1,1,2,273,18,291600,1089,2063.33647487034,-68.336474870342
2138,25,212,4,15,1,1,1,273,18,44944,625,1929.85191665213,208.148083347865
2554,66,528,16,14,2,1,2,273,18,278784,4356,2709.04813059212,-155.048130592117
3344,66,1000,24,14,2,1,2,273,18,1000000,4356,3386.59819926956,-42.5981992695592
1794,33,340,4,14,2,2,2,273,18,115600,1089,1698.48176403377,95.5182359662272
2159,66,170,4,14,1,1,1,273,18,28900,4356,2229.1238268056,-70.1238268055986
2890,33,1000,24,14,2,1,2,273,18,1000000,1089,3034.99587433614,-144.995874336138
3454,100,1000,24,14,2,1,2,273,18,1000000,10000,3539.39123288963,-85.3912328896345
2243,66,426,8,14,2,2,2,273,18,181476,4356,2333.56504277968,-90.5650427796782
2495,66,528,16,14,2,1,2,273,18,278784,4356,2709.04813059212,-214.048130592117
3154,66,1000,24,14,2,1,2,273,18,1000000,4356,3386.59819926956,-232.598199269559
1559,25,212,4,14,1,1,1,273,18,44944,625,1819.24107999992,-260.241079999923
2768,50,212,4,15,1,1,1,273,18,44944,2500,2251.38779033083,516.612209669165
3085,66,540,16,15,2,2,2,273,18,291600,4356,2931.93214343582,153.067856564175
2779,66,340,4,14,1,1,1,273,18,115600,4356,2446.68181078788,332.318189212117
1499,33,210,4,15,2,1,2,273,18,44100,1089,1544.87171131133,-45.871711311325
2245,66,540,8,15,2,1,2,273,18,291600,4356,2456.40292787178,-211.40292787178
2618,66,428,16,17,2,1,2,273,18,183184,4356,2940.8363217733,-322.836321773304
1488,50,340,4,15,1,1,2,273,18,115600,2500,1872.65801438064,-384.658014380638
2079,50,212,4,14,1,1,1,273,18,44944,2500,2140.77695367862,-61.7769536786227
3644,100,1000,24,14,2,1,2,273,18,1000000,10000,3539.39123288963,104.608767110366
1894,33,214,4,14,1,1,2,273,18,45796,1089,1398.13118964431,495.868810355693
2790,100,540,8,14,2,2,2,273,18,291600,10000,2599.69466928473,190.305330715267
2535,33,1080,8,15,2,1,2,273,18,1166400,1089,2420.48998844507,114.510011554932
3194,33,1000,24,14,2,1,2,273,18,1000000,1089,3034.99587433614,159.004125663862
2268,33,212,4,15,1,1,1,273,18,44944,1089,2045.24870412307,222.751295876925
2490,100,426,8,15,2,1,2,273,18,181476,10000,2495.85936860687,-5.85936860687434
1199,33,340,4,14,1,1,2,273,18,115600,1089,1555.90809152067,-356.908091520666
1995,66,425,8,15,2,2,2,273,18,180625,4356,2443.1096794858,-448.109679485804
2595,66,528,8,15,2,1,2,273,18,278784,4356,2445.23929612537,149.760703874627
2099,66,420,8,14,2,1,2,273,18,176400,4356,2226.03951101283,-127.039511012832
2490,100,426,8,14,2,1,2,273,18,181476,10000,2385.24853195466,104.751468045337
1399,50,340,4,14,1,1,2,273,18,115600,2500,1762.04717772843,-363.047177728426
2044,66,214,4,14,1,1,2,273,18,45796,4356,1749.73351457773,294.266485422272
1890,66,214,4,15,1,1,2,273,18,45796,4356,1860.34435122994,29.6556487700605
2625,66,540,16,15,1,1,2,273,18,291600,4356,2789.35847092272,-164.358470922718
